Depth ice/snow [m],Age model [ka]
1814.45,144.748
1815.0,144.854
1815.55,144.959
1816.1,145.063
1816.65,145.173
1817.2,145.279
1817.75,145.382
1818.3,145.485
1818.85,145.597
1819.4,145.705
1819.95,145.816
1820.5,145.932
1821.05,146.043
1821.6,146.141
1822.15,146.245
1822.7,146.353
1823.25,146.459
1823.8,146.563
1824.35,146.665
1824.9,146.753
1825.45,146.857
1826.0,146.958
1826.55,147.06
1827.1,147.161
1827.65,147.267
1828.2,147.376
1828.75,147.488
1829.3,147.6
1829.85,147.71
1830.4,147.821
1830.95,147.926
1831.5,148.024
1832.05,148.123
1832.6,148.228
1833.15,148.327
1833.7,148.424
1834.25,148.527
1834.8,148.633
1835.35,148.741
1835.9,148.849
1836.45,148.951
1837.0,149.057
1837.55,149.164
1838.1,149.27
1838.65,149.379
1839.2,149.483
1839.75,149.586
1840.3,149.682
1840.85,149.784
1841.4,149.88
1841.95,149.976
1842.5,150.072
1843.05,150.167
1843.6,150.263
1844.15,150.36
1844.7,150.456
1845.25,150.557
1845.8,150.658
1846.35,150.757
1846.9,150.857
1847.45,150.958
1848.0,151.06
1848.55,151.163
1849.1,151.263
1849.65,151.362
1850.2,151.467
1850.75,151.565
1851.3,151.667
1851.85,151.77
1852.4,151.872
1852.95,151.976
1853.5,152.081
1854.05,152.186
1854.6,152.289
1855.15,152.389
1855.7,152.493
1856.25,152.593
1856.8,152.689
1857.35,152.791
1857.9,152.898
1858.45,152.991
1859.0,153.096
1859.55,153.202
1860.1,153.31
1860.65,153.423
1861.2,153.53
1861.75,153.636
1862.3,153.741
1862.85,153.848
1863.4,153.96
1863.95,154.078
1864.5,154.196
1865.05,154.305
1865.6,154.415
1866.15,154.527
1866.7,154.641
1867.25,154.762
1867.8,154.882
1868.35,154.998
1868.9,155.117
1869.45,155.235
1870.0,155.349
1870.55,155.464
1871.1,155.584
1871.65,155.697
1872.2,155.81
1872.75,155.925
1873.3,156.044
1873.85,156.174
1874.4,156.306
1874.95,156.436
1875.5,156.554
1876.05,156.674
1876.6,156.799
1877.15,156.915
1877.7,157.032
1878.25,157.149
1878.8,157.267
1879.35,157.392
1879.9,157.513
1880.45,157.627
1881.0,157.742
1881.55,157.856
1882.1,157.972
1882.65,158.092
1883.2,158.193
1883.75,158.293
1884.3,158.397
1884.85,158.497
1885.4,158.607
1885.95,158.713
1886.5,158.813
1887.05,158.911
1887.6,159.01
1888.15,159.105
1888.7,159.2
1889.25,159.298
1889.8,159.387
1890.35,159.49
1890.9,159.588
1891.45,159.692
1892.0,159.796
1892.55,159.897
1893.1,160.002
1893.65,160.106
1894.2,160.209
1894.75,160.323
1895.3,160.432
1895.85,160.539
1896.4,160.644
1896.95,160.756
1897.5,160.868
1898.05,160.981
1898.6,161.097
1899.15,161.21
1899.7,161.33
1900.25,161.443
1900.8,161.558
1901.35,161.663
1901.9,161.764
1902.45,161.877
1903.0,161.974
1903.55,162.077
1904.1,162.178
1904.65,162.278
1905.2,162.375
1905.75,162.476
1906.3,162.57
1906.85,162.672
1907.4,162.775
1907.95,162.877
1908.5,162.979
1909.05,163.08
1909.6,163.182
1910.15,163.289
1910.7,163.393
1911.25,163.506
1911.8,163.623
1912.35,163.73
1912.9,163.835
1913.45,163.953
1914.0,164.074
1914.55,164.198
1915.1,164.328
1915.65,164.453
1916.2,164.572
1916.75,164.692
1917.3,164.814
1917.85,164.934
1918.4,165.051
1918.95,165.177
1919.5,165.297
1920.05,165.417
1920.6,165.53
1921.15,165.646
1921.7,165.768
1922.25,165.887
1922.8,166.003
1923.35,166.119
1923.9,166.245
1924.45,166.358
1925.0,166.474
1925.55,166.585
1926.1,166.706
1926.65,166.824
1927.2,166.941
1927.75,167.05
1928.3,167.161
1928.85,167.271
1929.4,167.38
1929.95,167.482
1930.5,167.586
1931.05,167.7
1931.6,167.809
1932.15,167.915
1932.7,168.015
1933.25,168.117
1933.8,168.213
1934.35,168.309
1934.9,168.413
1935.45,168.516
1936.0,168.616
1936.55,168.719
1937.1,168.83
1937.65,168.937
1938.2,169.038
1938.75,169.139
1939.3,169.239
1939.85,169.343
1940.4,169.453
1940.95,169.565
1941.5,169.675
1942.05,169.778
1942.6,169.881
1943.15,169.996
1943.7,170.109
1944.25,170.226
1944.8,170.343
1945.35,170.457
1945.9,170.569
1946.45,170.682
1947.0,170.799
1947.55,170.916
1948.1,171.036
1948.65,171.157
1949.2,171.275
1949.75,171.395
1950.3,171.505
1950.85,171.61
1951.4,171.712
1951.95,171.81
1952.5,171.912
1953.05,172.009
1953.6,172.106
1954.15,172.208
1954.7,172.308
1955.25,172.415
1955.8,172.52
1956.35,172.632
1956.9,172.749
1957.45,172.861
1958.0,172.976
1958.55,173.097
1959.1,173.21
1959.65,173.329
1960.2,173.443
1960.75,173.565
1961.3,173.685
1961.85,173.811
1962.4,173.933
1962.95,174.053
1963.5,174.171
1964.05,174.291
1964.6,174.41
1965.15,174.528
1965.7,174.643
1966.25,174.761
1966.8,174.874
1967.35,174.991
1967.9,175.113
1968.45,175.228
1969.0,175.343
1969.55,175.461
1970.1,175.582
1970.65,175.712
1971.2,175.842
1971.75,175.976
1972.3,176.103
1972.85,176.229
1973.4,176.357
1973.95,176.487
1974.5,176.61
1975.05,176.728
1975.6,176.848
1976.15,176.958
1976.7,177.065
1977.25,177.165
1977.8,177.268
1978.35,177.375
1978.9,177.478
1979.45,177.584
1980.0,177.701
1980.55,177.801
1981.1,177.899
1981.65,177.994
1982.2,178.095
1982.75,178.195
1983.3,178.298
1983.85,178.404
1984.4,178.511
1984.95,178.613
1985.5,178.722
1986.05,178.832
1986.6,178.944
1987.15,179.06
1987.7,179.182
1988.25,179.308
1988.8,179.432
1989.35,179.562
1989.9,179.694
1990.45,179.819
1991.0,179.934
1991.55,180.063
1992.1,180.191
1992.65,180.309
1993.2,180.435
1993.75,180.566
1994.3,180.698
1994.85,180.829
1995.4,180.956
1995.95,181.086
1996.5,181.215
1997.05,181.351
1997.6,181.484
1998.15,181.603
1998.7,181.729
1999.25,181.868
1999.8,182.001
2000.35,182.133
2000.9,182.269
2001.45,182.408
2002.0,182.534
2002.55,182.663
2003.1,182.798
2003.65,182.929
2004.2,183.062
2004.75,183.195
2005.3,183.332
2005.85,183.461
2006.4,183.598
2006.95,183.74
2007.5,183.877
2008.05,184.009
2008.6,184.143
2009.15,184.276
2009.7,184.416
2010.25,184.554
2010.8,184.688
2011.35,184.831
2011.9,184.968
2012.45,185.101
2013.0,185.229
2013.55,185.353
2014.1,185.487
2014.65,185.622
2015.2,185.755
2015.75,185.888
2016.3,186.017
2016.85,186.145
2017.4,186.273
2017.95,186.398
2018.5,186.512
2019.05,186.634
2019.6,186.748
2020.15,186.867
2020.7,186.984
2021.25,187.099
2021.8,187.214
2022.35,187.32
2022.9,187.425
2023.45,187.532
2024.0,187.633
2024.55,187.732
2025.1,187.826
2025.65,187.916
2026.2,188.009
2026.75,188.102
2027.3,188.207
2027.85,188.314
2028.4,188.422
2028.95,188.528
2029.5,188.644
2030.05,188.757
2030.6,188.872
2031.15,188.989
2031.7,189.095
2032.25,189.207
2032.8,189.32
2033.35,189.439
2033.9,189.558
2034.45,189.674
2035.0,189.791
2035.55,189.911
2036.1,190.039
2036.65,190.155
2037.2,190.276
2037.75,190.4
2038.3,190.536
2038.85,190.672
2039.4,190.799
2039.95,190.936
2040.5,191.061
2041.05,191.188
2041.6,191.316
2042.15,191.44
2042.7,191.564
2043.25,191.682
2043.8,191.806
2044.35,191.917
2044.9,192.026
2045.45,192.127
2046.0,192.231
2046.55,192.332
2047.1,192.435
2047.65,192.556
2048.2,192.672
2048.75,192.795
2049.3,192.913
2049.85,193.029
2050.4,193.14
2050.95,193.264
2051.5,193.396
2052.05,193.521
2052.6,193.646
2053.15,193.77
2053.7,193.897
2054.25,194.019
2054.8,194.149
2055.35,194.269
2055.9,194.395
2056.45,194.515
2057.0,194.636
2057.55,194.754
2058.1,194.87
2058.65,194.994
2059.2,195.105
2059.75,195.213
2060.3,195.324
2060.85,195.434
2061.4,195.545
2061.95,195.642
2062.5,195.743
2063.05,195.853
2063.6,195.961
2064.15,196.068
2064.7,196.168
2065.25,196.275
2065.8,196.378
2066.35,196.483
2066.9,196.579
2067.45,196.686
2068.0,196.792
2068.55,196.893
2069.1,196.993
2069.65,197.092
2070.2,197.189
2070.75,197.282
2071.3,197.377
2071.85,197.474
2072.4,197.569
2072.95,197.656
2073.5,197.745
2074.05,197.838
2074.6,197.929
2075.15,198.019
2075.7,198.108
2076.25,198.193
2076.8,198.282
2077.35,198.376
2077.9,198.465
2078.45,198.554
2079.0,198.636
2079.55,198.715
2080.1,198.8
2080.65,198.891
2081.2,198.979
2081.75,199.065
2082.3,199.151
2082.85,199.238
2083.4,199.323
2083.95,199.41
2084.5,199.497
2085.05,199.583
2085.6,199.673
2086.15,199.762
2086.7,199.843
2087.25,199.926
2087.8,200.01
2088.35,200.096
2088.9,200.179
2089.45,200.268
2090.0,200.358
2090.55,200.448
2091.1,200.537
2091.65,200.624
2092.2,200.708
2092.75,200.795
2093.3,200.881
2093.85,200.969
2094.4,201.056
2094.95,201.138
2095.5,201.233
2096.05,201.324
2096.6,201.409
2097.15,201.493
2097.7,201.577
2098.25,201.667
2098.8,201.76
2099.35,201.854
2099.9,201.95
2100.45,202.045
2101.0,202.147
2101.55,202.249
2102.1,202.35
2102.65,202.447
2103.2,202.549
2103.75,202.656
2104.3,202.762
2104.85,202.864
2105.4,202.975
2105.95,203.089
2106.5,203.201
2107.05,203.31
2107.6,203.426
2108.15,203.534
2108.7,203.647
2109.25,203.761
2109.8,203.871
2110.35,203.98
2110.9,204.097
2111.45,204.211
2112.0,204.319
2112.55,204.428
2113.1,204.537
2113.65,204.637
2114.2,204.743
2114.75,204.854
2115.3,204.961
2115.85,205.061
2116.4,205.164
2116.95,205.264
2117.5,205.365
2118.05,205.465
2118.6,205.562
2119.15,205.665
2119.7,205.764
2120.25,205.862
2120.8,205.963
2121.35,206.065
2121.9,206.166
2122.45,206.266
2123.0,206.364
2123.55,206.458
2124.1,206.552
2124.65,206.649
2125.2,206.749
2125.75,206.845
2126.3,206.949
2126.85,207.048
2127.4,207.144
2127.95,207.242
2128.5,207.341
2129.05,207.441
2129.6,207.537
2130.15,207.634
2130.7,207.724
2131.25,207.815
2131.8,207.908
2132.35,208.004
2132.9,208.097
2133.45,208.19
2134.0,208.281
2134.55,208.376
2135.1,208.471
2135.65,208.566
2136.2,208.655
2136.75,208.743
2137.3,208.834
2137.85,208.926
2138.4,209.013
2138.95,209.1
2139.5,209.192
2140.05,209.28
2140.6,209.374
2141.15,209.464
2141.7,209.55
2142.25,209.642
2142.8,209.728
2143.35,209.818
2143.9,209.904
2144.45,209.991
2145.0,210.076
2145.55,210.157
2146.1,210.234
2146.65,210.319
2147.2,210.404
2147.75,210.488
2148.3,210.572
2148.85,210.658
2149.4,210.746
2149.95,210.838
2150.5,210.927
2151.05,211.01
2151.6,211.092
2152.15,211.18
2152.7,211.27
2153.25,211.354
2153.8,211.438
2154.35,211.527
2154.9,211.616
2155.45,211.701
2156.0,211.786
2156.55,211.878
2157.1,211.967
2157.65,212.055
2158.2,212.143
2158.75,212.229
2159.3,212.324
2159.85,212.415
2160.4,212.509
2160.95,212.603
2161.5,212.692
2162.05,212.779
2162.6,212.868
2163.15,212.957
2163.7,213.048
2164.25,213.136
2164.8,213.223
2165.35,213.314
2165.9,213.403
2166.45,213.491
2167.0,213.583
2167.55,213.678
2168.1,213.775
2168.65,213.864
2169.2,213.949
2169.75,214.036
2170.3,214.127
2170.85,214.219
2171.4,214.308
2171.95,214.401
2172.5,214.491
2173.05,214.58
2173.6,214.667
2174.15,214.756
2174.7,214.843
2175.25,214.924
2175.8,215.011
2176.35,215.093
2176.9,215.176
2177.45,215.258
2178.0,215.342
2178.55,215.428
2179.1,215.514
2179.65,215.599
2180.2,215.687
2180.75,215.776
2181.3,215.866
2181.85,215.956
2182.4,216.049
2182.95,216.142
2183.5,216.238
2184.05,216.338
2184.6,216.434
2185.15,216.531
2185.7,216.627
2186.25,216.725
2186.8,216.828
2187.35,216.93
2187.9,217.038
2188.45,217.147
2189.0,217.255
2189.55,217.367
2190.1,217.475
2190.65,217.58
2191.2,217.696
2191.75,217.812
2192.3,217.927
2192.85,218.038
2193.4,218.163
2193.95,218.292
2194.5,218.412
2195.05,218.534
2195.6,218.66
2196.15,218.782
2196.7,218.904
2197.25,219.022
2197.8,219.14
2198.35,219.27
2198.9,219.394
2199.45,219.515
2200.0,219.637
2200.55,219.771
2201.1,219.904
2201.65,220.04
2202.2,220.17
2202.75,220.306
2203.3,220.444
2203.85,220.589
2204.4,220.73
2204.95,220.875
2205.5,221.019
2206.05,221.166
2206.6,221.319
2207.15,221.469
2207.7,221.639
2208.25,221.809
2208.8,221.963
2209.35,222.113
2209.9,222.276
2210.45,222.441
2211.0,222.609
2211.55,222.777
2212.1,222.947
2212.65,223.119
2213.2,223.287
2213.75,223.46
2214.3,223.627
2214.85,223.804
2215.4,223.977
2215.95,224.155
2216.5,224.325
2217.05,224.501
2217.6,224.669
2218.15,224.838
2218.7,225.003
2219.25,225.165
2219.8,225.331
2220.35,225.499
2220.9,225.649
2221.45,225.799
2222.0,225.944
2222.55,226.085
2223.1,226.215
2223.65,226.342
2224.2,226.489
2224.75,226.628
2225.3,226.774
2225.85,226.918
2226.4,227.06
2226.95,227.211
2227.5,227.363
2228.05,227.526
2228.6,227.692
2229.15,227.862
2229.7,228.026
2230.25,228.199
2230.8,228.38
2231.35,228.56
2231.9,228.743
2232.45,228.923
2233.0,229.102
2233.55,229.272
2234.1,229.438
2234.65,229.585
2235.2,229.736
2235.75,229.872
2236.3,230.032
2236.85,230.189
2237.4,230.347
2237.95,230.522
2238.5,230.698
2239.05,230.872
2239.6,231.047
2240.15,231.22
2240.7,231.388
2241.25,231.552
2241.8,231.714
2242.35,231.874
2242.9,232.026
2243.45,232.182
2244.0,232.328
2244.55,232.483
2245.1,232.636
2245.65,232.791
2246.2,232.945
2246.75,233.097
2247.3,233.251
2247.85,233.401
2248.4,233.551
2248.95,233.691
2249.5,233.831
2250.05,233.971
2250.6,234.109
2251.15,234.247
2251.7,234.388
2252.25,234.528
2252.8,234.668
2253.35,234.805
2253.9,234.942
2254.45,235.065
2255.0,235.193
2255.55,235.316
2256.1,235.439
2256.65,235.563
2257.2,235.685
2257.75,235.814
2258.3,235.94
2258.85,236.061
2259.4,236.178
2259.95,236.29
2260.5,236.409
2261.05,236.525
2261.6,236.642
2262.15,236.752
2262.7,236.868
2263.25,236.981
2263.8,237.098
2264.35,237.217
2264.9,237.332
2265.45,237.445
2266.0,237.556
2266.55,237.673
2267.1,237.79
2267.65,237.904
2268.2,238.013
2268.75,238.122
2269.3,238.235
2269.85,238.352
2270.4,238.463
2270.95,238.574
2271.5,238.685
2272.05,238.789
2272.6,238.896
2273.15,239.0
2273.7,239.111
2274.25,239.225
2274.8,239.328
2275.35,239.439
2275.9,239.553
2276.45,239.663
2277.0,239.769
2277.55,239.866
2278.1,239.961
2278.65,240.061
2279.2,240.163
2279.75,240.262
2280.3,240.36
2280.85,240.457
2281.4,240.555
2281.95,240.655
2282.5,240.752
2283.05,240.844
2283.6,240.937
2284.15,241.031
2284.7,241.12
2285.25,241.207
2285.8,241.293
2286.35,241.378
2286.9,241.461
2287.45,241.547
2288.0,241.628
2288.55,241.711
2289.1,241.787
2289.65,241.858
2290.2,241.928
2290.75,241.999
2291.3,242.072
2291.85,242.141
2292.4,242.214
2292.95,242.286
2293.5,242.355
2294.05,242.425
2294.6,242.496
2295.15,242.568
2295.7,242.642
2296.25,242.715
2296.8,242.789
2297.35,242.867
2297.9,242.94
2298.45,243.014
2299.0,243.09
2299.55,243.169
2300.1,243.25
2300.65,243.333
2301.2,243.414
2301.75,243.495
2302.3,243.574
2302.85,243.653
2303.4,243.735
2303.95,243.821
2304.5,243.909
2305.05,243.999
2305.6,244.089
2306.15,244.187
2306.7,244.289
2307.25,244.398
2307.8,244.505
2308.35,244.609
2308.9,244.718
2309.45,244.828
2310.0,244.944
2310.55,245.059
2311.1,245.177
2311.65,245.298
2312.2,245.42
2312.75,245.552
2313.3,245.677
2313.85,245.808
2314.4,245.948
2314.95,246.082
2315.5,246.225
2316.05,246.375
2316.6,246.528
2317.15,246.688
2317.7,246.862
2318.25,247.031
2318.8,247.198
2319.35,247.366
2319.9,247.522
2320.45,247.677
2321.0,247.832
2321.55,247.992
2322.1,248.142
2322.65,248.293
2323.2,248.443
2323.75,248.602
2324.3,248.755
2324.85,248.911
2325.4,249.075
2325.95,249.235
2326.5,249.396
2327.05,249.566
2327.6,249.736
2328.15,249.915
2328.7,250.092
2329.25,250.278
2329.8,250.456
2330.35,250.637
2330.9,250.822
2331.45,251.002
2332.0,251.182
2332.55,251.358
2333.1,251.534
2333.65,251.719
2334.2,251.915
2334.75,252.115
2335.3,252.31
2335.85,252.503
2336.4,252.699
2336.95,252.883
2337.5,253.079
2338.05,253.269
2338.6,253.468
2339.15,253.665
2339.7,253.852
2340.25,254.035
2340.8,254.217
2341.35,254.395
2341.9,254.586
2342.45,254.781
2343.0,254.969
2343.55,255.152
2344.1,255.341
2344.65,255.531
2345.2,255.719
2345.75,255.917
2346.3,256.11
2346.85,256.298
2347.4,256.48
2347.95,256.658
2348.5,256.833
2349.05,257.02
2349.6,257.199
2350.15,257.375
2350.7,257.568
2351.25,257.75
2351.8,257.926
2352.35,258.105
2352.9,258.278
2353.45,258.448
2354.0,258.61
2354.55,258.781
2355.1,258.965
2355.65,259.145
2356.2,259.331
2356.75,259.532
2357.3,259.716
2357.85,259.898
2358.4,260.085
2358.95,260.281
2359.5,260.483
2360.05,260.679
2360.6,260.874
2361.15,261.049
2361.7,261.231
2362.25,261.411
2362.8,261.597
2363.35,261.792
2363.9,261.995
2364.45,262.19
2365.0,262.376
2365.55,262.565
2366.1,262.758
2366.65,262.939
2367.2,263.134
2367.75,263.315
2368.3,263.483
2368.85,263.649
2369.4,263.817
2369.95,263.994
2370.5,264.168
2371.05,264.345
2371.6,264.531
2372.15,264.712
2372.7,264.889
2373.25,265.077
2373.8,265.266
2374.35,265.457
2374.9,265.643
2375.45,265.834
2376.0,266.036
2376.55,266.24
2377.1,266.459
2377.65,266.675
2378.2,266.88
2378.75,267.077
2379.3,267.285
2379.85,267.5
2380.4,267.718
2380.95,267.939
2381.5,268.147
2382.05,268.359
2382.6,268.571
2383.15,268.785
2383.7,269.0
2384.25,269.222
2384.8,269.439
2385.35,269.663
2385.9,269.891
2386.45,270.107
2387.0,270.337
2387.55,270.553
2388.1,270.768
2388.65,270.994
2389.2,271.232
2389.75,271.463
2390.3,271.693
2390.85,271.928
2391.4,272.164
2391.95,272.397
2392.5,272.635
2393.05,272.866
2393.6,273.102
2394.15,273.338
2394.7,273.569
2395.25,273.803
2395.8,274.035
2396.35,274.268
2396.9,274.501
2397.45,274.724
2398.0,274.955
2398.55,275.179
2399.1,275.41
2399.65,275.644
2400.2,275.861
2400.75,276.073
2401.3,276.289
2401.85,276.514
2402.4,276.748
2402.95,276.971
2403.5,277.205
2404.05,277.448
2404.6,277.668
2405.15,277.879
2405.7,278.089
2406.25,278.31
2406.8,278.535
2407.35,278.778
2407.9,278.993
2408.45,279.212
2409.0,279.44
2409.55,279.66
2410.1,279.878
2410.65,280.083
2411.2,280.278
2411.75,280.467
2412.3,280.639
2412.85,280.831
2413.4,281.032
2413.95,281.222
2414.5,281.419
2415.05,281.633
2415.6,281.841
2416.15,282.033
2416.7,282.228
2417.25,282.423
2417.8,282.612
2418.35,282.804
2418.9,282.99
2419.45,283.178
2420.0,283.36
2420.55,283.543
2421.1,283.723
2421.65,283.902
2422.2,284.088
2422.75,284.271
2423.3,284.45
2423.85,284.628
2424.4,284.809
2424.95,284.989
2425.5,285.168
2426.05,285.361
2426.6,285.535
2427.15,285.713
2427.7,285.89
2428.25,286.07
2428.8,286.241
2429.35,286.413
2429.9,286.58
2430.45,286.75
2431.0,286.927
2431.55,287.094
2432.1,287.268
2432.65,287.444
2433.2,287.613
2433.75,287.781
2434.3,287.948
2434.85,288.111
2435.4,288.267
2435.95,288.426
2436.5,288.596
2437.05,288.767
2437.6,288.928
2438.15,289.102
2438.7,289.264
2439.25,289.432
2439.8,289.599
2440.35,289.762
2440.9,289.918
2441.45,290.067
2442.0,290.22
2442.55,290.374
2443.1,290.534
2443.65,290.698
2444.2,290.857
2444.75,291.018
2445.3,291.181
2445.85,291.358
2446.4,291.541
2446.95,291.727
2447.5,291.906
2448.05,292.09
2448.6,292.283
2449.15,292.485
2449.7,292.68
2450.25,292.879
2450.8,293.073
2451.35,293.281
2451.9,293.486
2452.45,293.711
2453.0,293.933
2453.55,294.146
2454.1,294.346
2454.65,294.568
2455.2,294.792
2455.75,295.018
2456.3,295.243
2456.85,295.454
2457.4,295.67
2457.95,295.876
2458.5,296.072
2459.05,296.249
2459.6,296.436
2460.15,296.63
2460.7,296.831
2461.25,297.04
2461.8,297.258
2462.35,297.48
2462.9,297.695
2463.45,297.896
2464.0,298.128
2464.55,298.356
2465.1,298.576
2465.65,298.79
2466.2,299.001
2466.75,299.209
2467.3,299.415
2467.85,299.626
2468.4,299.836
2468.95,300.035
2469.5,300.232
2470.05,300.424
2470.6,300.609
2471.15,300.808
2471.7,301.015
2472.25,301.227
2472.8,301.451
2473.35,301.668
2473.9,301.891
2474.45,302.116
2475.0,302.339
2475.55,302.542
2476.1,302.751
2476.65,302.963
2477.2,303.17
2477.75,303.369
2478.3,303.562
2478.85,303.763
2479.4,303.954
2479.95,304.148
2480.5,304.329
2481.05,304.524
2481.6,304.716
2482.15,304.906
2482.7,305.1
2483.25,305.284
2483.8,305.456
2484.35,305.633
2484.9,305.817
2485.45,306.014
2486.0,306.211
2486.55,306.41
2487.1,306.604
2487.65,306.807
2488.2,307.031
2488.75,307.269
2489.3,307.491
2489.85,307.72
2490.4,307.945
2490.95,308.167
2491.5,308.382
2492.05,308.588
2492.6,308.805
2493.15,309.017
2493.7,309.223
2494.25,309.434
2494.8,309.649
2495.35,309.873
2495.9,310.082
2496.45,310.297
2497.0,310.506
2497.55,310.725
2498.1,310.931
2498.65,311.133
2499.2,311.337
2499.75,311.542
2500.3,311.755
2500.85,311.954
2501.4,312.16
2501.95,312.356
2502.5,312.558
2503.05,312.765
2503.6,312.956
2504.15,313.146
2504.7,313.342
2505.25,313.523
2505.8,313.71
2506.35,313.883
2506.9,314.07
2507.45,314.252
2508.0,314.43
2508.55,314.616
2509.1,314.796
2509.65,314.968
2510.2,315.136
2510.75,315.322
2511.3,315.512
2511.85,315.679
2512.4,315.849
2512.95,316.011
2513.5,316.166
2514.05,316.317
2514.6,316.488
2515.15,316.666
2515.7,316.844
2516.25,317.025
2516.8,317.209
2517.35,317.398
2517.9,317.586
2518.45,317.777
2519.0,317.964
2519.55,318.156
2520.1,318.359
2520.65,318.568
2521.2,318.794
2521.75,319.006
2522.3,319.216
2522.85,319.426
2523.4,319.637
2523.95,319.848
2524.5,320.053
2525.05,320.254
2525.6,320.462
2526.15,320.657
2526.7,320.846
2527.25,321.033
2527.8,321.222
2528.35,321.396
2528.9,321.581
2529.45,321.76
2530.0,321.939
2530.55,322.115
2531.1,322.287
2531.65,322.458
2532.2,322.621
2532.75,322.787
2533.3,322.958
2533.85,323.119
2534.4,323.279
2534.95,323.437
2535.5,323.592
2536.05,323.755
2536.6,323.907
2537.15,324.063
2537.7,324.212
2538.25,324.356
2538.8,324.5
2539.35,324.648
2539.9,324.8
2540.45,324.948
2541.0,325.096
2541.55,325.242
2542.1,325.385
2542.65,325.529
2543.2,325.668
2543.75,325.802
2544.3,325.938
2544.85,326.067
2545.4,326.203
2545.95,326.341
2546.5,326.48
2547.05,326.617
2547.6,326.75
2548.15,326.887
2548.7,327.025
2549.25,327.161
2549.8,327.298
2550.35,327.432
2550.9,327.56
2551.45,327.685
2552.0,327.818
2552.55,327.949
2553.1,328.083
2553.65,328.217
2554.2,328.351
2554.75,328.477
2555.3,328.604
2555.85,328.733
2556.4,328.864
2556.95,329.001
2557.5,329.141
2558.05,329.275
2558.6,329.415
2559.15,329.551
2559.7,329.684
2560.25,329.82
2560.8,329.952
2561.35,330.083
2561.9,330.213
2562.45,330.343
2563.0,330.482
2563.55,330.616
2564.1,330.753
2564.65,330.89
2565.2,331.036
2565.75,331.179
2566.3,331.322
2566.85,331.461
2567.4,331.599
2567.95,331.725
2568.5,331.849
2569.05,331.979
2569.6,332.097
2570.15,332.217
2570.7,332.33
2571.25,332.442
2571.8,332.549
2572.35,332.653
2572.9,332.762
2573.45,332.872
2574.0,332.976
2574.55,333.079
2575.1,333.179
2575.65,333.277
2576.2,333.379
2576.75,333.485
2577.3,333.59
2577.85,333.697
2578.4,333.803
2578.95,333.902
2579.5,334.0
2580.05,334.103
2580.6,334.207
2581.15,334.316
2581.7,334.422
2582.25,334.528
2582.8,334.642
2583.35,334.763
2583.9,334.88
2584.45,335.0
2585.0,335.12
2585.55,335.25
2586.1,335.376
2586.65,335.514
2587.2,335.655
2587.75,335.798
2588.3,335.947
2588.85,336.098
2589.4,336.26
2589.95,336.426
2590.5,336.591
2591.05,336.762
2591.6,336.937
2592.15,337.117
2592.7,337.296
2593.25,337.478
2593.8,337.667
2594.35,337.864
2594.9,338.064
2595.45,338.274
2596.0,338.492
2596.55,338.724
2597.1,338.953
2597.65,339.19
2598.2,339.435
2598.75,339.69
2599.3,339.949
2599.85,340.22
2600.4,340.5
2600.95,340.798
2601.5,341.121
2602.05,341.454
2602.6,341.774
2603.15,342.103
2603.7,342.448
2604.25,342.761
2604.8,343.098
2605.35,343.404
2605.9,343.728
2606.45,344.041
2607.0,344.368
2607.55,344.688
2608.1,345.001
2608.65,345.317
2609.2,345.623
2609.75,345.934
2610.3,346.257
2610.85,346.557
2611.4,346.868
2611.95,347.181
2612.5,347.466
2613.05,347.769
2613.6,348.09
2614.15,348.408
2614.7,348.707
2615.25,348.969
2615.8,349.26
2616.35,349.54
2616.9,349.821
2617.45,350.106
2618.0,350.41
2618.55,350.702
2619.1,351.0
2619.65,351.3
2620.2,351.6
2620.75,351.895
2621.3,352.195
2621.85,352.494
2622.4,352.794
2622.95,353.09
2623.5,353.379
2624.05,353.67
2624.6,353.958
2625.15,354.272
2625.7,354.6
2626.25,354.935
2626.8,355.274
2627.35,355.609
2627.9,355.944
2628.45,356.268
2629.0,356.594
2629.55,356.927
2630.1,357.259
2630.65,357.598
2631.2,357.935
2631.75,358.282
2632.3,358.614
2632.85,358.947
2633.4,359.281
2633.95,359.599
2634.5,359.931
2635.05,360.248
2635.6,360.585
2636.15,360.892
2636.7,361.223
2637.25,361.534
2637.8,361.835
2638.35,362.15
2638.9,362.473
2639.45,362.766
2640.0,363.06
2640.55,363.354
2641.1,363.66
2641.65,363.958
2642.2,364.264
2642.75,364.592
2643.3,364.919
2643.85,365.224
2644.4,365.526
2644.95,365.836
2645.5,366.147
2646.05,366.456
2646.6,366.774
2647.15,367.084
2647.7,367.388
2648.25,367.688
2648.8,367.993
2649.35,368.303
2649.9,368.64
2650.45,368.963
2651.0,369.275
2651.55,369.586
2652.1,369.881
2652.65,370.184
2653.2,370.488
2653.75,370.768
2654.3,371.057
2654.85,371.345
2655.4,371.633
2655.95,371.921
2656.5,372.202
2657.05,372.472
2657.6,372.725
2658.15,372.989
2658.7,373.266
2659.25,373.551
2659.8,373.845
2660.35,374.151
2660.9,374.489
2661.45,374.825
2662.0,375.158
2662.55,375.486
2663.1,375.809
2663.65,376.132
2664.2,376.45
2664.75,376.753
2665.3,377.062
2665.85,377.364
2666.4,377.67
2666.95,377.965
2667.5,378.283
2668.05,378.588
