Depth ice/snow [m],Age model [ka]
955.35,59.747
955.9,59.791
956.45,59.835
957.0,59.879
957.55,59.924
958.1,59.972
958.65,60.02
959.2,60.068
959.75,60.116
960.3,60.166
960.85,60.216
961.4,60.265
961.95,60.313
962.5,60.364
963.05,60.414
963.6,60.46
964.15,60.51
964.7,60.558
965.25,60.603
965.8,60.649
966.35,60.697
966.9,60.747
967.45,60.797
968.0,60.847
968.55,60.896
969.1,60.944
969.65,60.994
970.2,61.045
970.75,61.094
971.3,61.142
971.85,61.192
972.4,61.242
972.95,61.292
973.5,61.343
974.05,61.394
974.6,61.447
975.15,61.499
975.7,61.55
976.25,61.601
976.8,61.654
977.35,61.706
977.9,61.757
978.45,61.809
979.0,61.863
979.55,61.919
980.1,61.974
980.65,62.033
981.2,62.089
981.75,62.144
982.3,62.198
982.85,62.254
983.4,62.312
983.95,62.371
984.5,62.428
985.05,62.48
985.6,62.539
986.15,62.598
986.7,62.657
987.25,62.715
987.8,62.771
988.35,62.832
988.9,62.894
989.45,62.953
990.0,63.012
990.55,63.079
991.1,63.141
991.65,63.203
992.2,63.265
992.75,63.326
993.3,63.388
993.85,63.448
994.4,63.508
994.95,63.564
995.5,63.615
996.05,63.666
996.6,63.72
997.15,63.771
997.7,63.829
998.25,63.884
998.8,63.938
999.35,63.989
999.9,64.042
1000.45,64.1
1001.0,64.16
1001.55,64.218
1002.1,64.278
1002.65,64.34
1003.2,64.399
1003.75,64.457
1004.3,64.516
1004.85,64.577
1005.4,64.635
1005.95,64.697
1006.5,64.756
1007.05,64.817
1007.6,64.879
1008.15,64.939
1008.7,64.998
1009.25,65.054
1009.8,65.111
1010.35,65.173
1010.9,65.232
1011.45,65.293
1012.0,65.353
1012.55,65.415
1013.1,65.479
1013.65,65.539
1014.2,65.603
1014.75,65.663
1015.3,65.724
1015.85,65.788
1016.4,65.852
1016.95,65.914
1017.5,65.977
1018.05,66.042
1018.6,66.106
1019.15,66.17
1019.7,66.236
1020.25,66.299
1020.8,66.362
1021.35,66.423
1021.9,66.485
1022.45,66.541
1023.0,66.606
1023.55,66.667
1024.1,66.727
1024.65,66.79
1025.2,66.853
1025.75,66.913
1026.3,66.976
1026.85,67.041
1027.4,67.103
1027.95,67.167
1028.5,67.231
1029.05,67.296
1029.6,67.358
1030.15,67.421
1030.7,67.485
1031.25,67.546
1031.8,67.604
1032.35,67.666
1032.9,67.729
1033.45,67.793
1034.0,67.848
1034.55,67.908
1035.1,67.969
1035.65,68.029
1036.2,68.091
1036.75,68.158
1037.3,68.224
1037.85,68.289
1038.4,68.346
1038.95,68.403
1039.5,68.46
1040.05,68.517
1040.6,68.574
1041.15,68.631
1041.7,68.692
1042.25,68.751
1042.8,68.816
1043.35,68.879
1043.9,68.943
1044.45,69.009
1045.0,69.074
1045.55,69.141
1046.1,69.204
1046.65,69.268
1047.2,69.332
1047.75,69.394
1048.3,69.45
1048.85,69.511
1049.4,69.573
1049.95,69.632
1050.5,69.686
1051.05,69.741
1051.6,69.796
1052.15,69.854
1052.7,69.913
1053.25,69.969
1053.8,70.025
1054.35,70.081
1054.9,70.137
1055.45,70.19
1056.0,70.241
1056.55,70.296
1057.1,70.347
1057.65,70.399
1058.2,70.45
1058.75,70.5
1059.3,70.546
1059.85,70.594
1060.4,70.641
1060.95,70.688
1061.5,70.733
1062.05,70.779
1062.6,70.826
1063.15,70.873
1063.7,70.922
1064.25,70.976
1064.8,71.03
1065.35,71.078
1065.9,71.13
1066.45,71.182
1067.0,71.231
1067.55,71.28
1068.1,71.33
1068.65,71.383
1069.2,71.438
1069.75,71.491
1070.3,71.544
1070.85,71.592
1071.4,71.645
1071.95,71.697
1072.5,71.75
1073.05,71.804
1073.6,71.857
1074.15,71.91
1074.7,71.964
1075.25,72.019
1075.8,72.074
1076.35,72.132
1076.9,72.187
1077.45,72.244
1078.0,72.301
1078.55,72.363
1079.1,72.426
1079.65,72.486
1080.2,72.547
1080.75,72.608
1081.3,72.669
1081.85,72.727
1082.4,72.785
1082.95,72.843
1083.5,72.899
1084.05,72.956
1084.6,73.012
1085.15,73.066
1085.7,73.119
1086.25,73.172
1086.8,73.225
1087.35,73.281
1087.9,73.333
1088.45,73.387
1089.0,73.44
1089.55,73.495
1090.1,73.545
1090.65,73.598
1091.2,73.65
1091.75,73.701
1092.3,73.752
1092.85,73.804
1093.4,73.854
1093.95,73.903
1094.5,73.947
1095.05,73.994
1095.6,74.042
1096.15,74.09
1096.7,74.135
1097.25,74.183
1097.8,74.228
1098.35,74.274
1098.9,74.322
1099.45,74.368
1100.0,74.414
1100.55,74.459
1101.1,74.503
1101.65,74.543
1102.2,74.587
1102.75,74.63
1103.3,74.674
1103.85,74.721
1104.4,74.768
1104.95,74.816
1105.5,74.864
1106.05,74.913
1106.6,74.962
1107.15,75.011
1107.7,75.063
1108.25,75.114
1108.8,75.165
1109.35,75.215
1109.9,75.265
1110.45,75.316
1111.0,75.368
1111.55,75.421
1112.1,75.474
1112.65,75.527
1113.2,75.582
1113.75,75.636
1114.3,75.693
1114.85,75.749
1115.4,75.808
1115.95,75.868
1116.5,75.926
1117.05,75.982
1117.6,76.038
1118.15,76.091
1118.7,76.144
1119.25,76.202
1119.8,76.258
1120.35,76.312
1120.9,76.365
1121.45,76.419
1122.0,76.478
1122.55,76.531
1123.1,76.587
1123.65,76.639
1124.2,76.692
1124.75,76.749
1125.3,76.806
1125.85,76.861
1126.4,76.916
1126.95,76.969
1127.5,77.021
1128.05,77.073
1128.6,77.125
1129.15,77.179
1129.7,77.229
1130.25,77.281
1130.8,77.332
1131.35,77.382
1131.9,77.435
1132.45,77.492
1133.0,77.546
1133.55,77.601
1134.1,77.658
1134.65,77.715
1135.2,77.77
1135.75,77.825
1136.3,77.88
1136.85,77.935
1137.4,77.989
1137.95,78.041
1138.5,78.094
1139.05,78.149
1139.6,78.2
1140.15,78.252
1140.7,78.31
1141.25,78.364
1141.8,78.415
1142.35,78.465
1142.9,78.518
1143.45,78.57
1144.0,78.62
1144.55,78.67
1145.1,78.719
1145.65,78.767
1146.2,78.817
1146.75,78.868
1147.3,78.919
1147.85,78.969
1148.4,79.022
1148.95,79.076
1149.5,79.127
1150.05,79.178
1150.6,79.228
1151.15,79.28
1151.7,79.327
1152.25,79.374
1152.8,79.421
1153.35,79.47
1153.9,79.52
1154.45,79.571
1155.0,79.621
1155.55,79.67
1156.1,79.716
1156.65,79.762
1157.2,79.81
1157.75,79.86
1158.3,79.91
1158.85,79.961
1159.4,80.011
1159.95,80.059
1160.5,80.107
1161.05,80.153
1161.6,80.198
1162.15,80.249
1162.7,80.297
1163.25,80.346
1163.8,80.392
1164.35,80.44
1164.9,80.489
1165.45,80.537
1166.0,80.586
1166.55,80.633
1167.1,80.679
1167.65,80.726
1168.2,80.774
1168.75,80.821
1169.3,80.869
1169.85,80.918
1170.4,80.966
1170.95,81.016
1171.5,81.065
1172.05,81.114
1172.6,81.164
1173.15,81.215
1173.7,81.264
1174.25,81.31
1174.8,81.355
1175.35,81.401
1175.9,81.45
1176.45,81.499
1177.0,81.545
1177.55,81.591
1178.1,81.637
1178.65,81.683
1179.2,81.725
1179.75,81.767
1180.3,81.81
1180.85,81.855
1181.4,81.899
1181.95,81.943
1182.5,81.992
1183.05,82.037
1183.6,82.084
1184.15,82.128
1184.7,82.174
1185.25,82.218
1185.8,82.261
1186.35,82.303
1186.9,82.343
1187.45,82.386
1188.0,82.427
1188.55,82.469
1189.1,82.512
1189.65,82.554
1190.2,82.599
1190.75,82.642
1191.3,82.68
1191.85,82.721
1192.4,82.763
1192.95,82.804
1193.5,82.846
1194.05,82.889
1194.6,82.932
1195.15,82.974
1195.7,83.016
1196.25,83.057
1196.8,83.098
1197.35,83.137
1197.9,83.176
1198.45,83.216
1199.0,83.255
1199.55,83.294
1200.1,83.333
1200.65,83.375
1201.2,83.417
1201.75,83.46
1202.3,83.503
1202.85,83.545
1203.4,83.589
1203.95,83.632
1204.5,83.675
1205.05,83.716
1205.6,83.756
1206.15,83.796
1206.7,83.843
1207.25,83.885
1207.8,83.929
1208.35,83.97
1208.9,84.012
1209.45,84.054
1210.0,84.097
1210.55,84.142
1211.1,84.184
1211.65,84.231
1212.2,84.276
1212.75,84.322
1213.3,84.367
1213.85,84.411
1214.4,84.455
1214.95,84.5
1215.5,84.544
1216.05,84.589
1216.6,84.632
1217.15,84.674
1217.7,84.719
1218.25,84.765
1218.8,84.813
1219.35,84.858
1219.9,84.903
1220.45,84.951
1221.0,84.999
1221.55,85.046
1222.1,85.093
1222.65,85.142
1223.2,85.188
1223.75,85.229
1224.3,85.276
1224.85,85.324
1225.4,85.371
1225.95,85.419
1226.5,85.468
1227.05,85.515
1227.6,85.564
1228.15,85.613
1228.7,85.662
1229.25,85.71
1229.8,85.759
1230.35,85.81
1230.9,85.861
1231.45,85.911
1232.0,85.962
1232.55,86.01
1233.1,86.059
1233.65,86.108
1234.2,86.157
1234.75,86.208
1235.3,86.26
1235.85,86.311
1236.4,86.362
1236.95,86.413
1237.5,86.466
1238.05,86.519
1238.6,86.574
1239.15,86.63
1239.7,86.686
1240.25,86.735
1240.8,86.79
1241.35,86.844
1241.9,86.899
1242.45,86.952
1243.0,87.008
1243.55,87.063
1244.1,87.121
1244.65,87.182
1245.2,87.246
1245.75,87.31
1246.3,87.368
1246.85,87.423
1247.4,87.481
1247.95,87.541
1248.5,87.599
1249.05,87.658
1249.6,87.714
1250.15,87.774
1250.7,87.831
1251.25,87.891
1251.8,87.949
1252.35,88.004
1252.9,88.059
1253.45,88.114
1254.0,88.172
1254.55,88.23
1255.1,88.286
1255.65,88.346
1256.2,88.401
1256.75,88.459
1257.3,88.518
1257.85,88.574
1258.4,88.631
1258.95,88.688
1259.5,88.742
1260.05,88.794
1260.6,88.847
1261.15,88.899
1261.7,88.952
1262.25,89.005
1262.8,89.062
1263.35,89.119
1263.9,89.174
1264.45,89.23
1265.0,89.286
1265.55,89.336
1266.1,89.387
1266.65,89.438
1267.2,89.489
1267.75,89.54
1268.3,89.592
1268.85,89.65
1269.4,89.705
1269.95,89.757
1270.5,89.808
1271.05,89.861
1271.6,89.913
1272.15,89.963
1272.7,90.012
1273.25,90.062
1273.8,90.115
1274.35,90.168
1274.9,90.222
1275.45,90.274
1276.0,90.324
1276.55,90.38
1277.1,90.436
1277.65,90.489
1278.2,90.54
1278.75,90.6
1279.3,90.66
1279.85,90.719
1280.4,90.777
1280.95,90.833
1281.5,90.888
1282.05,90.939
1282.6,90.991
1283.15,91.046
1283.7,91.101
1284.25,91.156
1284.8,91.213
1285.35,91.27
1285.9,91.328
1286.45,91.385
1287.0,91.441
1287.55,91.5
1288.1,91.55
1288.65,91.602
1289.2,91.657
1289.75,91.714
1290.3,91.771
1290.85,91.825
1291.4,91.88
1291.95,91.935
1292.5,91.987
1293.05,92.04
1293.6,92.094
1294.15,92.148
1294.7,92.204
1295.25,92.26
1295.8,92.315
1296.35,92.368
1296.9,92.418
1297.45,92.471
1298.0,92.525
1298.55,92.577
1299.1,92.629
1299.65,92.679
1300.2,92.734
1300.75,92.786
1301.3,92.838
1301.85,92.889
1302.4,92.941
1302.95,92.995
1303.5,93.051
1304.05,93.104
1304.6,93.157
1305.15,93.211
1305.7,93.264
1306.25,93.315
1306.8,93.364
1307.35,93.414
1307.9,93.465
1308.45,93.517
1309.0,93.572
1309.55,93.626
1310.1,93.676
1310.65,93.725
1311.2,93.778
1311.75,93.83
1312.3,93.88
1312.85,93.931
1313.4,93.983
1313.95,94.034
1314.5,94.084
1315.05,94.133
1315.6,94.182
1316.15,94.232
1316.7,94.286
1317.25,94.335
1317.8,94.386
1318.35,94.44
1318.9,94.49
1319.45,94.542
1320.0,94.595
1320.55,94.649
1321.1,94.705
1321.65,94.757
1322.2,94.805
1322.75,94.849
1323.3,94.893
1323.85,94.941
1324.4,94.987
1324.95,95.034
1325.5,95.083
1326.05,95.132
1326.6,95.182
1327.15,95.234
1327.7,95.288
1328.25,95.341
1328.8,95.394
1329.35,95.449
1329.9,95.502
1330.45,95.555
1331.0,95.609
1331.55,95.661
1332.1,95.714
1332.65,95.767
1333.2,95.819
1333.75,95.871
1334.3,95.924
1334.85,95.972
1335.4,96.024
1335.95,96.079
1336.5,96.13
1337.05,96.182
1337.6,96.232
1338.15,96.28
1338.7,96.331
1339.25,96.385
1339.8,96.438
1340.35,96.486
1340.9,96.543
1341.45,96.597
1342.0,96.649
1342.55,96.699
1343.1,96.752
1343.65,96.804
1344.2,96.855
1344.75,96.906
1345.3,96.958
1345.85,97.011
1346.4,97.065
1346.95,97.116
1347.5,97.167
1348.05,97.218
1348.6,97.268
1349.15,97.319
1349.7,97.369
1350.25,97.42
1350.8,97.472
1351.35,97.525
1351.9,97.575
1352.45,97.629
1353.0,97.682
1353.55,97.735
1354.1,97.783
1354.65,97.832
1355.2,97.885
1355.75,97.94
1356.3,97.994
1356.85,98.046
1357.4,98.095
1357.95,98.146
1358.5,98.197
1359.05,98.251
1359.6,98.302
1360.15,98.355
1360.7,98.408
1361.25,98.459
1361.8,98.509
1362.35,98.56
1362.9,98.61
1363.45,98.662
1364.0,98.717
1364.55,98.772
1365.1,98.825
1365.65,98.88
1366.2,98.933
1366.75,98.99
1367.3,99.041
1367.85,99.094
1368.4,99.147
1368.95,99.205
1369.5,99.263
1370.05,99.318
1370.6,99.372
1371.15,99.427
1371.7,99.482
1372.25,99.535
1372.8,99.586
1373.35,99.641
1373.9,99.692
1374.45,99.743
1375.0,99.795
1375.55,99.848
1376.1,99.904
1376.65,99.957
1377.2,100.01
1377.75,100.062
1378.3,100.114
1378.85,100.166
1379.4,100.218
1379.95,100.269
1380.5,100.321
1381.05,100.374
1381.6,100.426
1382.15,100.477
1382.7,100.529
1383.25,100.58
1383.8,100.634
1384.35,100.687
1384.9,100.739
1385.45,100.791
1386.0,100.842
1386.55,100.893
1387.1,100.948
1387.65,101.003
1388.2,101.058
1388.75,101.113
1389.3,101.165
1389.85,101.216
1390.4,101.266
1390.95,101.315
1391.5,101.363
1392.05,101.41
1392.6,101.458
1393.15,101.509
1393.7,101.561
1394.25,101.614
1394.8,101.667
1395.35,101.72
1395.9,101.772
1396.45,101.825
1397.0,101.878
1397.55,101.93
1398.1,101.982
1398.65,102.038
1399.2,102.091
1399.75,102.144
1400.3,102.196
1400.85,102.252
1401.4,102.312
1401.95,102.368
1402.5,102.423
1403.05,102.479
1403.6,102.535
1404.15,102.59
1404.7,102.647
1405.25,102.702
1405.8,102.76
1406.35,102.819
1406.9,102.878
1407.45,102.935
1408.0,102.991
1408.55,103.052
1409.1,103.113
1409.65,103.175
1410.2,103.234
1410.75,103.302
1411.3,103.368
1411.85,103.433
1412.4,103.503
1412.95,103.571
1413.5,103.637
1414.05,103.705
1414.6,103.77
1415.15,103.836
1415.7,103.898
1416.25,103.961
1416.8,104.022
1417.35,104.083
1417.9,104.15
1418.45,104.212
1419.0,104.27
1419.55,104.33
1420.1,104.392
1420.65,104.453
1421.2,104.512
1421.75,104.572
1422.3,104.633
1422.85,104.692
1423.4,104.748
1423.95,104.804
1424.5,104.861
1425.05,104.918
1425.6,104.975
1426.15,105.033
1426.7,105.086
1427.25,105.143
1427.8,105.204
1428.35,105.264
1428.9,105.322
1429.45,105.379
1430.0,105.438
1430.55,105.495
1431.1,105.552
1431.65,105.608
1432.2,105.666
1432.75,105.725
1433.3,105.785
1433.85,105.844
1434.4,105.902
1434.95,105.956
1435.5,106.011
1436.05,106.067
1436.6,106.122
1437.15,106.178
1437.7,106.234
1438.25,106.287
1438.8,106.34
1439.35,106.394
1439.9,106.447
1440.45,106.499
1441.0,106.55
1441.55,106.601
1442.1,106.651
1442.65,106.704
1443.2,106.759
1443.75,106.818
1444.3,106.876
1444.85,106.933
1445.4,106.988
1445.95,107.046
1446.5,107.103
1447.05,107.162
1447.6,107.223
1448.15,107.283
1448.7,107.343
1449.25,107.406
1449.8,107.468
1450.35,107.53
1450.9,107.59
1451.45,107.653
1452.0,107.717
1452.55,107.781
1453.1,107.849
1453.65,107.917
1454.2,107.986
1454.75,108.056
1455.3,108.125
1455.85,108.195
1456.4,108.267
1456.95,108.34
1457.5,108.416
1458.05,108.487
1458.6,108.561
1459.15,108.632
1459.7,108.705
1460.25,108.776
1460.8,108.851
1461.35,108.922
1461.9,108.994
1462.45,109.072
1463.0,109.143
1463.55,109.211
1464.1,109.28
1464.65,109.349
1465.2,109.416
1465.75,109.49
1466.3,109.557
1466.85,109.624
1467.4,109.69
1467.95,109.756
1468.5,109.822
1469.05,109.885
1469.6,109.957
1470.15,110.025
1470.7,110.085
1471.25,110.151
1471.8,110.222
1472.35,110.29
1472.9,110.356
1473.45,110.419
1474.0,110.482
1474.55,110.548
1475.1,110.614
1475.65,110.681
1476.2,110.747
1476.75,110.811
1477.3,110.876
1477.85,110.94
1478.4,111.005
1478.95,111.071
1479.5,111.136
1480.05,111.2
1480.6,111.263
1481.15,111.33
1481.7,111.4
1482.25,111.465
1482.8,111.532
1483.35,111.598
1483.9,111.662
1484.45,111.729
1485.0,111.797
1485.55,111.865
1486.1,111.932
1486.65,111.997
1487.2,112.066
1487.75,112.135
1488.3,112.199
1488.85,112.263
1489.4,112.33
1489.95,112.4
1490.5,112.464
1491.05,112.527
1491.6,112.592
1492.15,112.654
1492.7,112.714
1493.25,112.777
1493.8,112.843
1494.35,112.907
1494.9,112.971
1495.45,113.034
1496.0,113.097
1496.55,113.162
1497.1,113.222
1497.65,113.281
1498.2,113.342
1498.75,113.403
1499.3,113.466
1499.85,113.531
1500.4,113.592
1500.95,113.652
1501.5,113.716
1502.05,113.776
1502.6,113.833
1503.15,113.889
1503.7,113.947
1504.25,114.004
1504.8,114.06
1505.35,114.116
1505.9,114.17
1506.45,114.227
1507.0,114.284
1507.55,114.342
1508.1,114.398
1508.65,114.452
1509.2,114.509
1509.75,114.569
1510.3,114.627
1510.85,114.684
1511.4,114.74
1511.95,114.792
1512.5,114.844
1513.05,114.899
1513.6,114.956
1514.15,115.01
1514.7,115.064
1515.25,115.115
1515.8,115.169
1516.35,115.223
1516.9,115.276
1517.45,115.327
1518.0,115.382
1518.55,115.436
1519.1,115.492
1519.65,115.546
1520.2,115.599
1520.75,115.652
1521.3,115.707
1521.85,115.762
1522.4,115.815
1522.95,115.868
1523.5,115.922
1524.05,115.976
1524.6,116.029
1525.15,116.085
1525.7,116.136
1526.25,116.189
1526.8,116.248
1527.35,116.3
1527.9,116.35
1528.45,116.4
1529.0,116.45
1529.55,116.5
1530.1,116.55
1530.65,116.602
1531.2,116.654
1531.75,116.704
1532.3,116.754
1532.85,116.805
1533.4,116.856
1533.95,116.905
1534.5,116.953
1535.05,117.001
1535.6,117.051
1536.15,117.102
1536.7,117.149
1537.25,117.197
1537.8,117.245
1538.35,117.293
1538.9,117.34
1539.45,117.385
1540.0,117.433
1540.55,117.482
1541.1,117.53
1541.65,117.577
1542.2,117.624
1542.75,117.67
1543.3,117.717
1543.85,117.765
1544.4,117.811
1544.95,117.857
1545.5,117.905
1546.05,117.954
1546.6,118.001
1547.15,118.044
1547.7,118.087
1548.25,118.129
1548.8,118.175
1549.35,118.224
1549.9,118.271
1550.45,118.318
1551.0,118.366
1551.55,118.412
1552.1,118.456
1552.65,118.501
1553.2,118.549
1553.75,118.595
1554.3,118.643
1554.85,118.691
1555.4,118.738
1555.95,118.782
1556.5,118.829
1557.05,118.874
1557.6,118.918
1558.15,118.962
1558.7,119.005
1559.25,119.048
1559.8,119.092
1560.35,119.136
1560.9,119.182
1561.45,119.227
1562.0,119.272
1562.55,119.317
1563.1,119.363
1563.65,119.408
1564.2,119.455
1564.75,119.501
1565.3,119.544
1565.85,119.588
1566.4,119.63
1566.95,119.675
1567.5,119.719
1568.05,119.76
1568.6,119.801
1569.15,119.844
1569.7,119.888
1570.25,119.931
1570.8,119.977
1571.35,120.022
1571.9,120.067
1572.45,120.11
1573.0,120.153
1573.55,120.195
1574.1,120.239
1574.65,120.279
1575.2,120.32
1575.75,120.362
1576.3,120.404
1576.85,120.448
1577.4,120.491
1577.95,120.533
1578.5,120.576
1579.05,120.62
1579.6,120.664
1580.15,120.707
1580.7,120.75
1581.25,120.793
1581.8,120.833
1582.35,120.875
1582.9,120.917
1583.45,120.958
1584.0,120.999
1584.55,121.04
1585.1,121.078
1585.65,121.121
1586.2,121.162
1586.75,121.203
1587.3,121.244
1587.85,121.286
1588.4,121.328
1588.95,121.37
1589.5,121.412
1590.05,121.453
1590.6,121.492
1591.15,121.532
1591.7,121.57
1592.25,121.611
1592.8,121.653
1593.35,121.693
1593.9,121.732
1594.45,121.773
1595.0,121.814
1595.55,121.855
1596.1,121.895
1596.65,121.937
1597.2,121.982
1597.75,122.025
1598.3,122.068
1598.85,122.11
1599.4,122.152
1599.95,122.195
1600.5,122.237
1601.05,122.277
1601.6,122.316
1602.15,122.356
1602.7,122.395
1603.25,122.435
1603.8,122.478
1604.35,122.519
1604.9,122.56
1605.45,122.601
1606.0,122.641
1606.55,122.681
1607.1,122.721
1607.65,122.761
1608.2,122.801
1608.75,122.84
1609.3,122.878
1609.85,122.918
1610.4,122.958
1610.95,122.999
1611.5,123.038
1612.05,123.078
1612.6,123.118
1613.15,123.16
1613.7,123.202
1614.25,123.242
1614.8,123.281
1615.35,123.323
1615.9,123.364
1616.45,123.405
1617.0,123.446
1617.55,123.486
1618.1,123.527
1618.65,123.566
1619.2,123.607
1619.75,123.649
1620.3,123.688
1620.85,123.726
1621.4,123.765
1621.95,123.805
1622.5,123.845
1623.05,123.882
1623.6,123.921
1624.15,123.961
1624.7,124.0
1625.25,124.041
1625.8,124.086
1626.35,124.124
1626.9,124.163
1627.45,124.2
1628.0,124.235
1628.55,124.273
1629.1,124.309
1629.65,124.345
1630.2,124.385
1630.75,124.424
1631.3,124.462
1631.85,124.501
1632.4,124.542
1632.95,124.585
1633.5,124.628
1634.05,124.67
1634.6,124.711
1635.15,124.754
1635.7,124.799
1636.25,124.841
1636.8,124.881
1637.35,124.92
1637.9,124.96
1638.45,125.001
1639.0,125.043
1639.55,125.088
1640.1,125.129
1640.65,125.172
1641.2,125.215
1641.75,125.256
1642.3,125.297
1642.85,125.339
1643.4,125.383
1643.95,125.424
1644.5,125.465
1645.05,125.506
1645.6,125.546
1646.15,125.589
1646.7,125.632
1647.25,125.674
1647.8,125.717
1648.35,125.76
1648.9,125.803
1649.45,125.848
1650.0,125.894
1650.55,125.935
1651.1,125.978
1651.65,126.022
1652.2,126.064
1652.75,126.106
1653.3,126.148
1653.85,126.189
1654.4,126.233
1654.95,126.277
1655.5,126.318
1656.05,126.359
1656.6,126.403
1657.15,126.448
1657.7,126.494
1658.25,126.541
1658.8,126.583
1659.35,126.626
1659.9,126.668
1660.45,126.708
1661.0,126.749
1661.55,126.789
1662.1,126.827
1662.65,126.866
1663.2,126.904
1663.75,126.94
1664.3,126.978
1664.85,127.015
1665.4,127.053
1665.95,127.09
1666.5,127.126
1667.05,127.164
1667.6,127.203
1668.15,127.243
1668.7,127.281
1669.25,127.319
1669.8,127.357
1670.35,127.397
1670.9,127.437
1671.45,127.476
1672.0,127.512
1672.55,127.548
1673.1,127.586
1673.65,127.622
1674.2,127.66
1674.75,127.698
1675.3,127.735
1675.85,127.773
1676.4,127.81
1676.95,127.846
1677.5,127.879
1678.05,127.913
1678.6,127.947
1679.15,127.979
1679.7,128.013
1680.25,128.047
1680.8,128.079
1681.35,128.113
1681.9,128.147
1682.45,128.182
1683.0,128.215
1683.55,128.249
1684.1,128.284
1684.65,128.317
1685.2,128.349
1685.75,128.38
1686.3,128.412
1686.85,128.443
1687.4,128.474
1687.95,128.506
1688.5,128.537
1689.05,128.567
1689.6,128.598
1690.15,128.631
1690.7,128.662
1691.25,128.694
1691.8,128.726
1692.35,128.759
1692.9,128.791
1693.45,128.822
1694.0,128.855
1694.55,128.889
1695.1,128.922
1695.65,128.956
1696.2,128.991
1696.75,129.024
1697.3,129.058
1697.85,129.09
1698.4,129.125
1698.95,129.158
1699.5,129.191
1700.05,129.224
1700.6,129.256
1701.15,129.287
1701.7,129.323
1702.25,129.358
1702.8,129.393
1703.35,129.425
1703.9,129.459
1704.45,129.493
1705.0,129.526
1705.55,129.56
1706.1,129.594
1706.65,129.627
1707.2,129.661
1707.75,129.696
1708.3,129.734
1708.85,129.77
1709.4,129.804
1709.95,129.838
1710.5,129.873
1711.05,129.907
1711.6,129.941
1712.15,129.977
1712.7,130.013
1713.25,130.049
1713.8,130.083
1714.35,130.122
1714.9,130.158
1715.45,130.194
1716.0,130.231
1716.55,130.268
1717.1,130.305
1717.65,130.341
1718.2,130.38
1718.75,130.417
1719.3,130.456
1719.85,130.496
1720.4,130.537
1720.95,130.575
1721.5,130.614
1722.05,130.655
1722.6,130.697
1723.15,130.738
1723.7,130.78
1724.25,130.822
1724.8,130.865
1725.35,130.91
1725.9,130.954
1726.45,130.998
1727.0,131.041
1727.55,131.085
1728.1,131.128
1728.65,131.173
1729.2,131.219
1729.75,131.264
1730.3,131.308
1730.85,131.353
1731.4,131.396
1731.95,131.442
1732.5,131.488
1733.05,131.541
1733.6,131.592
1734.15,131.641
1734.7,131.692
1735.25,131.742
1735.8,131.795
1736.35,131.848
1736.9,131.901
1737.45,131.955
1738.0,132.008
1738.55,132.066
1739.1,132.123
1739.65,132.177
1740.2,132.23
1740.75,132.282
1741.3,132.337
1741.85,132.393
1742.4,132.45
1742.95,132.506
1743.5,132.564
1744.05,132.624
1744.6,132.687
1745.15,132.746
1745.7,132.809
1746.25,132.871
1746.8,132.935
1747.35,133.0
1747.9,133.067
1748.45,133.134
1749.0,133.195
1749.55,133.258
1750.1,133.327
1750.65,133.397
1751.2,133.461
1751.75,133.524
1752.3,133.588
1752.85,133.658
1753.4,133.729
1753.95,133.803
1754.5,133.87
1755.05,133.941
1755.6,134.014
1756.15,134.087
1756.7,134.164
1757.25,134.236
1757.8,134.313
1758.35,134.389
1758.9,134.466
1759.45,134.545
1760.0,134.624
1760.55,134.703
1761.1,134.785
1761.65,134.866
1762.2,134.949
1762.75,135.036
1763.3,135.124
1763.85,135.213
1764.4,135.307
1764.95,135.402
1765.5,135.497
1766.05,135.593
1766.6,135.691
1767.15,135.779
1767.7,135.876
1768.25,135.968
1768.8,136.055
1769.35,136.147
1769.9,136.248
1770.45,136.345
1771.0,136.447
1771.55,136.552
1772.1,136.656
1772.65,136.752
1773.2,136.853
1773.75,136.953
1774.3,137.056
1774.85,137.159
1775.4,137.253
1775.95,137.347
1776.5,137.448
1777.05,137.547
1777.6,137.647
1778.15,137.743
1778.7,137.847
1779.25,137.947
1779.8,138.046
1780.35,138.147
1780.9,138.247
1781.45,138.35
1782.0,138.454
1782.55,138.554
1783.1,138.659
1783.65,138.763
1784.2,138.87
1784.75,138.983
1785.3,139.093
1785.85,139.201
1786.4,139.31
1786.95,139.417
1787.5,139.522
1788.05,139.627
1788.6,139.735
1789.15,139.846
1789.7,139.951
1790.25,140.06
1790.8,140.163
1791.35,140.273
1791.9,140.384
1792.45,140.488
1793.0,140.591
1793.55,140.701
1794.1,140.809
1794.65,140.919
1795.2,141.03
1795.75,141.142
1796.3,141.25
1796.85,141.359
1797.4,141.464
1797.95,141.573
1798.5,141.686
1799.05,141.787
1799.6,141.888
1800.15,141.993
1800.7,142.093
1801.25,142.198
1801.8,142.307
1802.35,142.42
1802.9,142.528
1803.45,142.636
1804.0,142.739
1804.55,142.843
1805.1,142.941
1805.65,143.045
1806.2,143.156
1806.75,143.266
1807.3,143.377
1807.85,143.479
1808.4,143.578
1808.95,143.684
1809.5,143.796
1810.05,143.903
1810.6,144.015
1811.15,144.125
1811.7,144.229
1812.25,144.328
1812.8,144.433
1813.35,144.538
1813.9,144.645
